Date,Time,Visitor,Visitor_Goals,Home,Home_Goals,OT,Winner,Loser,HPP,VPP
2018-10-13,7:00 PM,Pittsburgh Penguins,3,Montreal Canadiens,4,SO,Montreal Canadiens,Pittsburgh Penguins,0.5,0.6666666666666666
2018-10-13,8:00 PM,New York Islanders,2,Nashville Predators,5,,Nashville Predators,New York Islanders,0.75,0.6666666666666666
2018-10-13,1:00 PM,Edmonton Oilers,2,New York Rangers,1,,Edmonton Oilers,New York Rangers,0.25,0.0
2018-10-13,2:00 PM,Los Angeles Kings,1,Ottawa Senators,5,,Ottawa Senators,Los Angeles Kings,0.375,0.625
2018-10-13,1:00 PM,Vegas Golden Knights,1,Philadelphia Flyers,0,,Vegas Golden Knights,Philadelphia Flyers,0.5,0.2
2018-10-13,7:00 PM,Columbus Blue Jackets,2,Tampa Bay Lightning,8,,Tampa Bay Lightning,Columbus Blue Jackets,0.5,0.75
2018-10-13,7:00 PM,Toronto Maple Leafs,4,Washington Capitals,2,,Toronto Maple Leafs,Washington Capitals,0.625,0.8
2018-10-14,1:00 PM,San Jose Sharks,2,New Jersey Devils,3,,New Jersey Devils,San Jose Sharks,1.0,0.5
2018-10-14,7:00 PM,Anaheim Ducks,3,St. Louis Blues,2,,Anaheim Ducks,St. Louis Blues,0.5,0.7
2018-10-14,7:00 PM,Carolina Hurricanes,1,Winnipeg Jets,3,,Winnipeg Jets,Carolina Hurricanes,0.5,0.9
2018-10-15,7:30 PM,Detroit Red Wings,3,Montreal Canadiens,7,,Montreal Canadiens,Detroit Red Wings,0.625,0.2
2018-10-15,8:00 PM,Minnesota Wild,2,Nashville Predators,4,,Nashville Predators,Minnesota Wild,0.8,0.5
2018-10-15,7:30 PM,Dallas Stars,1,Ottawa Senators,4,,Ottawa Senators,Dallas Stars,0.5,0.75
2018-10-15,7:30 PM,Los Angeles Kings,1,Toronto Maple Leafs,4,,Toronto Maple Leafs,Los Angeles Kings,0.8333333333333334,0.5
2018-10-16,8:00 PM,Arizona Coyotes,1,Minnesota Wild,2,,Minnesota Wild,Arizona Coyotes,0.4,0.25
2018-10-16,7:00 PM,Dallas Stars,0,New Jersey Devils,3,,New Jersey Devils,Dallas Stars,1.0,0.6
2018-10-16,7:00 PM,Colorado Avalanche,2,New York Rangers,3,SO,New York Rangers,Colorado Avalanche,0.2,0.7
2018-10-16,7:00 PM,Florida Panthers,5,Philadelphia Flyers,6,SO,Philadelphia Flyers,Florida Panthers,0.4,0.16666666666666666
2018-10-16,7:00 PM,Vancouver Canucks,3,Pittsburgh Penguins,2,OT,Vancouver Canucks,Pittsburgh Penguins,0.625,0.6
2018-10-16,7:30 PM,Carolina Hurricanes,2,Tampa Bay Lightning,4,,Tampa Bay Lightning,Carolina Hurricanes,0.6666666666666666,0.75
2018-10-16,10:00 PM,Buffalo Sabres,1,Vegas Golden Knights,4,,Vegas Golden Knights,Buffalo Sabres,0.3333333333333333,0.6
2018-10-16,8:00 PM,Edmonton Oilers,5,Winnipeg Jets,4,OT,Edmonton Oilers,Winnipeg Jets,0.6,0.3333333333333333
2018-10-17,10:00 PM,New York Islanders,1,Anaheim Ducks,4,,Anaheim Ducks,New York Islanders,0.75,0.5
2018-10-17,9:30 PM,Boston Bruins,2,Calgary Flames,5,,Calgary Flames,Boston Bruins,0.6,0.8
2018-10-17,7:00 PM,St. Louis Blues,2,Montreal Canadiens,3,,Montreal Canadiens,St. Louis Blues,0.7,0.4
2018-10-17,7:00 PM,New York Rangers,3,Washington Capitals,4,OT,Washington Capitals,New York Rangers,0.5,0.3333333333333333
2018-10-18,7:00 PM,Philadelphia Flyers,3,Columbus Blue Jackets,6,,Columbus Blue Jackets,Philadelphia Flyers,0.6,0.5
2018-10-18,8:30 PM,Arizona Coyotes,4,Chicago Blackhawks,1,,Arizona Coyotes,Chicago Blackhawks,0.8,0.2
2018-10-18,9:00 PM,Boston Bruins,2,Edmonton Oilers,3,OT,Edmonton Oilers,Boston Bruins,0.5,0.6666666666666666
2018-10-18,10:30 PM,New York Islanders,7,Los Angeles Kings,2,,New York Islanders,Los Angeles Kings,0.4166666666666667,0.4
2018-10-18,7:00 PM,Colorado Avalanche,5,New Jersey Devils,3,,Colorado Avalanche,New Jersey Devils,1.0,0.6666666666666666
2018-10-18,10:30 PM,Buffalo Sabres,1,San Jose Sharks,5,,San Jose Sharks,Buffalo Sabres,0.4166666666666667,0.5
2018-10-18,7:30 PM,Detroit Red Wings,1,Tampa Bay Lightning,3,,Tampa Bay Lightning,Detroit Red Wings,0.75,0.16666666666666666
2018-10-18,7:00 PM,Pittsburgh Penguins,3,Toronto Maple Leafs,0,,Pittsburgh Penguins,Toronto Maple Leafs,0.8571428571428571,0.6
2018-10-18,8:00 PM,Vancouver Canucks,1,Winnipeg Jets,4,,Winnipeg Jets,Vancouver Canucks,0.5833333333333334,0.6666666666666666
2018-10-19,9:00 PM,Nashville Predators,5,Calgary Flames,3,,Nashville Predators,Calgary Flames,0.6666666666666666,0.8333333333333334
2018-10-19,8:00 PM,Minnesota Wild,3,Dallas Stars,1,,Minnesota Wild,Dallas Stars,0.5,0.5
2018-10-19,7:00 PM,Florida Panthers,6,Washington Capitals,5,SO,Florida Panthers,Washington Capitals,0.5833333333333334,0.25
2018-10-20,1:00 PM,Colorado Avalanche,3,Carolina Hurricanes,1,,Colorado Avalanche,Carolina Hurricanes,0.6428571428571429,0.7142857142857143
2018-10-20,7:00 PM,Chicago Blackhawks,4,Columbus Blue Jackets,1,,Chicago Blackhawks,Columbus Blue Jackets,0.6666666666666666,0.6666666666666666
2018-10-20,10:00 PM,Nashville Predators,3,Edmonton Oilers,0,,Nashville Predators,Edmonton Oilers,0.6,0.8571428571428571
2018-10-20,7:00 PM,Detroit Red Wings,4,Florida Panthers,3,OT,Detroit Red Wings,Florida Panthers,0.4,0.14285714285714285
2018-10-20,3:30 PM,Buffalo Sabres,5,Los Angeles Kings,1,,Buffalo Sabres,Los Angeles Kings,0.35714285714285715,0.42857142857142855
2018-10-20,8:00 PM,Tampa Bay Lightning,4,Minnesota Wild,5,OT,Minnesota Wild,Tampa Bay Lightning,0.5714285714285714,0.8
2018-10-20,7:00 PM,Montreal Canadiens,3,Ottawa Senators,4,OT,Ottawa Senators,Montreal Canadiens,0.5833333333333334,0.75
2018-10-20,1:00 PM,New Jersey Devils,2,Philadelphia Flyers,5,,Philadelphia Flyers,New Jersey Devils,0.42857142857142855,0.8
2018-10-20,10:30 PM,New York Islanders,1,San Jose Sharks,4,,San Jose Sharks,New York Islanders,0.5,0.5
2018-10-20,7:00 PM,St. Louis Blues,4,Toronto Maple Leafs,1,,St. Louis Blues,Toronto Maple Leafs,0.75,0.3333333333333333
2018-10-20,10:00 PM,Boston Bruins,1,Vancouver Canucks,2,OT,Vancouver Canucks,Boston Bruins,0.5714285714285714,0.6428571428571429
2018-10-20,10:00 PM,Anaheim Ducks,1,Vegas Golden Knights,3,,Vegas Golden Knights,Anaheim Ducks,0.42857142857142855,0.7857142857142857
2018-10-20,4:00 PM,Arizona Coyotes,3,Winnipeg Jets,5,,Winnipeg Jets,Arizona Coyotes,0.6428571428571429,0.3333333333333333
2018-10-21,8:00 PM,Buffalo Sabres,4,Anaheim Ducks,2,,Buffalo Sabres,Anaheim Ducks,0.6875,0.5
2018-10-21,7:00 PM,Tampa Bay Lightning,6,Chicago Blackhawks,3,,Tampa Bay Lightning,Chicago Blackhawks,0.7142857142857143,0.75
2018-10-21,7:00 PM,Calgary Flames,4,New York Rangers,1,,Calgary Flames,New York Rangers,0.35714285714285715,0.5714285714285714
2018-10-22,7:30 PM,Carolina Hurricanes,3,Detroit Red Wings,1,,Carolina Hurricanes,Detroit Red Wings,0.25,0.5625
2018-10-22,7:00 PM,Colorado Avalanche,4,Philadelphia Flyers,1,,Colorado Avalanche,Philadelphia Flyers,0.5,0.75
2018-10-22,10:00 PM,Washington Capitals,5,Vancouver Canucks,2,,Washington Capitals,Vancouver Canucks,0.625,0.5714285714285714
2018-10-22,8:00 PM,St. Louis Blues,4,Winnipeg Jets,5,OT,Winnipeg Jets,St. Louis Blues,0.6875,0.42857142857142855
2018-10-23,7:00 PM,Arizona Coyotes,4,Columbus Blue Jackets,1,,Arizona Coyotes,Columbus Blue Jackets,0.5714285714285714,0.2857142857142857
2018-10-23,8:30 PM,Anaheim Ducks,1,Chicago Blackhawks,3,,Chicago Blackhawks,Anaheim Ducks,0.625,0.6111111111111112
2018-10-23,8:30 PM,Los Angeles Kings,2,Dallas Stars,4,,Dallas Stars,Los Angeles Kings,0.42857142857142855,0.3125
2018-10-23,9:00 PM,Pittsburgh Penguins,6,Edmonton Oilers,5,OT,Pittsburgh Penguins,Edmonton Oilers,0.5,0.6666666666666666
2018-10-23,7:30 PM,Calgary Flames,2,Montreal Canadiens,3,,Montreal Canadiens,Calgary Flames,0.7142857142857143,0.625
2018-10-23,8:00 PM,San Jose Sharks,5,Nashville Predators,4,,San Jose Sharks,Nashville Predators,0.875,0.5625
2018-10-23,7:00 PM,Florida Panthers,2,New York Rangers,5,,New York Rangers,Florida Panthers,0.3125,0.4166666666666667
2018-10-23,7:30 PM,Boston Bruins,4,Ottawa Senators,1,,Boston Bruins,Ottawa Senators,0.6428571428571429,0.625
2018-10-24,9:30 PM,Tampa Bay Lightning,1,Colorado Avalanche,0,,Tampa Bay Lightning,Colorado Avalanche,0.7777777777777778,0.7857142857142857
2018-10-24,7:00 PM,Florida Panthers,3,New York Islanders,2,OT,Florida Panthers,New York Islanders,0.42857142857142855,0.35714285714285715
2018-10-24,10:00 PM,Vancouver Canucks,3,Vegas Golden Knights,2,SO,Vancouver Canucks,Vegas Golden Knights,0.5,0.5555555555555556
2018-10-24,7:00 PM,Toronto Maple Leafs,4,Winnipeg Jets,2,,Toronto Maple Leafs,Winnipeg Jets,0.7222222222222222,0.6666666666666666
2018-10-25,10:00 PM,Vancouver Canucks,1,Arizona Coyotes,4,,Arizona Coyotes,Vancouver Canucks,0.375,0.6
2018-10-25,7:00 PM,Philadelphia Flyers,0,Boston Bruins,3,,Boston Bruins,Philadelphia Flyers,0.6666666666666666,0.4444444444444444
2018-10-25,7:00 PM,Montreal Canadiens,3,Buffalo Sabres,4,,Buffalo Sabres,Montreal Canadiens,0.5555555555555556,0.75
2018-10-25,9:00 PM,Pittsburgh Penguins,9,Calgary Flames,1,,Pittsburgh Penguins,Calgary Flames,0.5555555555555556,0.7142857142857143
2018-10-25,8:30 PM,New York Rangers,1,Chicago Blackhawks,4,,Chicago Blackhawks,New York Rangers,0.6666666666666666,0.3888888888888889
2018-10-25,8:30 PM,Anaheim Ducks,2,Dallas Stars,5,,Dallas Stars,Anaheim Ducks,0.5,0.55
2018-10-25,9:00 PM,Washington Capitals,1,Edmonton Oilers,4,,Edmonton Oilers,Washington Capitals,0.5,0.625
2018-10-25,8:00 PM,Los Angeles Kings,1,Minnesota Wild,4,,Minnesota Wild,Los Angeles Kings,0.625,0.2777777777777778
2018-10-25,7:00 PM,Nashville Predators,4,New Jersey Devils,3,OT,Nashville Predators,New Jersey Devils,0.6666666666666666,0.7777777777777778
2018-10-25,8:00 PM,Columbus Blue Jackets,7,St. Louis Blues,4,,Columbus Blue Jackets,St. Louis Blues,0.4375,0.5
2018-10-26,7:30 PM,San Jose Sharks,3,Carolina Hurricanes,4,SO,Carolina Hurricanes,San Jose Sharks,0.6111111111111112,0.6111111111111112
2018-10-26,9:00 PM,Ottawa Senators,3,Colorado Avalanche,6,,Colorado Avalanche,Ottawa Senators,0.7,0.5625
2018-10-26,7:30 PM,Winnipeg Jets,2,Detroit Red Wings,1,,Winnipeg Jets,Detroit Red Wings,0.2222222222222222,0.65
2018-10-26,6:00 PM,Tampa Bay Lightning,3,Vegas Golden Knights,2,,Tampa Bay Lightning,Vegas Golden Knights,0.5,0.8125
2018-10-27,9:00 PM,Tampa Bay Lightning,1,Arizona Coyotes,7,,Arizona Coyotes,Tampa Bay Lightning,0.4444444444444444,0.8333333333333334
2018-10-27,7:00 PM,Montreal Canadiens,3,Boston Bruins,0,,Montreal Canadiens,Boston Bruins,0.7,0.6666666666666666
2018-10-27,7:00 PM,Buffalo Sabres,4,Columbus Blue Jackets,5,OT,Columbus Blue Jackets,Buffalo Sabres,0.5555555555555556,0.6
2018-10-27,4:00 PM,Washington Capitals,4,Calgary Flames,3,SO,Washington Capitals,Calgary Flames,0.5,0.5555555555555556
2018-10-27,8:00 PM,Colorado Avalanche,2,Minnesota Wild,3,,Minnesota Wild,Colorado Avalanche,0.6666666666666666,0.7272727272727273
2018-10-27,12:00 PM,Florida Panthers,2,New Jersey Devils,3,,New Jersey Devils,Florida Panthers,0.6428571428571429,0.4375
2018-10-27,3:00 PM,Edmonton Oilers,5,Nashville Predators,3,,Edmonton Oilers,Nashville Predators,0.8,0.5625
2018-10-27,1:00 PM,New York Islanders,6,Philadelphia Flyers,1,,New York Islanders,Philadelphia Flyers,0.4,0.4375
2018-10-27,8:00 PM,Chicago Blackhawks,3,St. Louis Blues,7,,St. Louis Blues,Chicago Blackhawks,0.3888888888888889,0.7
2018-10-27,7:00 PM,Winnipeg Jets,2,Toronto Maple Leafs,3,,Toronto Maple Leafs,Winnipeg Jets,0.7,0.6818181818181818
2018-10-27,10:00 PM,Pittsburgh Penguins,5,Vancouver Canucks,0,,Pittsburgh Penguins,Vancouver Canucks,0.5454545454545454,0.75
2018-10-28,8:00 PM,San Jose Sharks,4,Anaheim Ducks,3,OT,San Jose Sharks,Anaheim Ducks,0.5,0.6
2018-10-28,5:00 PM,New York Islanders,2,Carolina Hurricanes,1,,New York Islanders,Carolina Hurricanes,0.65,0.5
2018-10-28,6:00 PM,Edmonton Oilers,2,Chicago Blackhawks,1,OT,Edmonton Oilers,Chicago Blackhawks,0.6363636363636364,0.6111111111111112
2018-10-28,5:00 PM,Dallas Stars,2,Detroit Red Wings,4,,Detroit Red Wings,Dallas Stars,0.2,0.5555555555555556
2018-10-28,3:30 PM,New York Rangers,3,Los Angeles Kings,4,,Los Angeles Kings,New York Rangers,0.25,0.35
2018-10-28,8:00 PM,Ottawa Senators,3,Vegas Golden Knights,4,OT,Vegas Golden Knights,Ottawa Senators,0.45,0.5
2018-10-29,7:00 PM,Calgary Flames,3,Toronto Maple Leafs,1,,Calgary Flames,Toronto Maple Leafs,0.7272727272727273,0.5
2018-10-29,10:00 PM,Minnesota Wild,2,Vancouver Canucks,5,,Vancouver Canucks,Minnesota Wild,0.5,0.7
2018-10-30,10:00 PM,Philadelphia Flyers,3,Anaheim Ducks,2,,Philadelphia Flyers,Anaheim Ducks,0.5,0.36363636363636365
2018-10-30,10:00 PM,Ottawa Senators,1,Arizona Coyotes,5,,Arizona Coyotes,Ottawa Senators,0.5,0.5
2018-10-30,7:00 PM,Calgary Flames,2,Buffalo Sabres,1,OT,Calgary Flames,Buffalo Sabres,0.5909090909090909,0.5416666666666666
2018-10-30,7:00 PM,Boston Bruins,3,Carolina Hurricanes,2,,Boston Bruins,Carolina Hurricanes,0.5909090909090909,0.6363636363636364
2018-10-30,7:00 PM,Detroit Red Wings,5,Columbus Blue Jackets,3,,Detroit Red Wings,Columbus Blue Jackets,0.6,0.2727272727272727
2018-10-30,9:00 PM,Minnesota Wild,4,Edmonton Oilers,3,,Minnesota Wild,Edmonton Oilers,0.65,0.6363636363636364
2018-10-30,7:30 PM,Dallas Stars,4,Montreal Canadiens,1,,Dallas Stars,Montreal Canadiens,0.7,0.5
2018-10-30,8:00 PM,Vegas Golden Knights,1,Nashville Predators,4,,Nashville Predators,Vegas Golden Knights,0.7272727272727273,0.5
2018-10-30,7:00 PM,New York Islanders,6,Pittsburgh Penguins,3,,New York Islanders,Pittsburgh Penguins,0.7777777777777778,0.55
2018-10-30,10:30 PM,New York Rangers,4,San Jose Sharks,3,SO,New York Rangers,San Jose Sharks,0.6363636363636364,0.3181818181818182
2018-10-30,7:30 PM,New Jersey Devils,3,Tampa Bay Lightning,8,,Tampa Bay Lightning,New Jersey Devils,0.75,0.6875
2018-10-31,10:00 PM,Chicago Blackhawks,2,Vancouver Canucks,4,,Vancouver Canucks,Chicago Blackhawks,0.5384615384615384,0.625
2018-11-01,10:00 PM,New York Rangers,3,Anaheim Ducks,2,SO,New York Rangers,Anaheim Ducks,0.46153846153846156,0.375
2018-11-01,9:00 PM,Colorado Avalanche,5,Calgary Flames,6,,Calgary Flames,Colorado Avalanche,0.5769230769230769,0.6666666666666666
2018-11-01,7:30 PM,New Jersey Devils,3,Detroit Red Wings,4,,Detroit Red Wings,New Jersey Devils,0.3333333333333333,0.6111111111111112
2018-11-01,9:00 PM,Chicago Blackhawks,0,Edmonton Oilers,4,,Edmonton Oilers,Chicago Blackhawks,0.5909090909090909,0.5769230769230769
2018-11-01,2:00 PM,Winnipeg Jets,4,Florida Panthers,2,,Winnipeg Jets,Florida Panthers,0.3888888888888889,0.625
2018-11-01,10:30 PM,Philadelphia Flyers,5,Los Angeles Kings,2,,Philadelphia Flyers,Los Angeles Kings,0.3181818181818182,0.4166666666666667
2018-11-01,7:30 PM,Washington Capitals,4,Montreal Canadiens,6,,Montreal Canadiens,Washington Capitals,0.6363636363636364,0.6
2018-11-01,7:00 PM,Pittsburgh Penguins,2,New York Islanders,3,SO,New York Islanders,Pittsburgh Penguins,0.5909090909090909,0.7
2018-11-01,7:30 PM,Buffalo Sabres,2,Ottawa Senators,4,,Ottawa Senators,Buffalo Sabres,0.45454545454545453,0.5833333333333334
2018-11-01,10:30 PM,Columbus Blue Jackets,4,San Jose Sharks,1,,Columbus Blue Jackets,San Jose Sharks,0.625,0.5454545454545454
2018-11-01,8:00 PM,Vegas Golden Knights,3,St. Louis Blues,5,,St. Louis Blues,Vegas Golden Knights,0.45,0.4583333333333333
2018-11-01,7:30 PM,Nashville Predators,4,Tampa Bay Lightning,1,,Nashville Predators,Tampa Bay Lightning,0.7727272727272727,0.75
2018-11-01,7:00 PM,Dallas Stars,2,Toronto Maple Leafs,1,,Dallas Stars,Toronto Maple Leafs,0.6666666666666666,0.5454545454545454
2018-11-02,10:00 PM,Carolina Hurricanes,3,Arizona Coyotes,4,OT,Arizona Coyotes,Carolina Hurricanes,0.5454545454545454,0.5416666666666666
2018-11-02,10:00 PM,Colorado Avalanche,6,Vancouver Canucks,7,OT,Vancouver Canucks,Colorado Avalanche,0.5714285714285714,0.6153846153846154
2018-11-02,2:00 PM,Florida Panthers,4,Winnipeg Jets,2,,Florida Panthers,Winnipeg Jets,0.6538461538461539,0.35
2018-11-03,2:00 PM,Ottawa Senators,2,Buffalo Sabres,9,,Buffalo Sabres,Ottawa Senators,0.5384615384615384,0.5
2018-11-03,10:00 PM,Chicago Blackhawks,3,Calgary Flames,5,,Calgary Flames,Chicago Blackhawks,0.6071428571428571,0.5357142857142857
2018-11-03,7:00 PM,Edmonton Oilers,4,Detroit Red Wings,3,,Edmonton Oilers,Detroit Red Wings,0.38461538461538464,0.625
2018-11-03,10:30 PM,Columbus Blue Jackets,1,Los Angeles Kings,4,,Los Angeles Kings,Columbus Blue Jackets,0.2916666666666667,0.5833333333333334
